,game_name,state_dim,action_dim,agent_hidden_model_size,episode_reward,episode_length,exploration_rate,gpu_before_train,gpu_after_train,cpu_usage
37,ALE/Pong-v5,"(210, 160, 3)",6,44.303367614746094,-20.0,0.6935060024261475,0.1000000000000001,232.28416,232.28416,9859.85024
38,ALE/Pong-v5,"(210, 160, 3)",6,44.303367614746094,-21.0,0.9005191326141357,0.10000000000000003,232.28416,232.28416,9961.7792
39,ALE/Pong-v5,"(210, 160, 3)",6,44.303367614746094,-20.0,0.8223624229431152,0.10000000000000002,232.28416,232.28416,10066.030592
40,ALE/Pong-v5,"(210, 160, 3)",6,44.303367614746094,-21.0,0.6476058959960938,0.1,232.28416,232.28416,10149.371904
41,ALE/Pong-v5,"(210, 160, 3)",6,44.303367614746094,-21.0,0.6584908962249756,0.1,232.28416,232.28416,10232.205312
42,ALE/Pong-v5,"(210, 160, 3)",6,44.303367614746094,-21.0,0.8062934875488281,0.1,232.28416,232.28416,10317.877248
43,ALE/Pong-v5,"(210, 160, 3)",6,44.303367614746094,-21.0,0.6965224742889404,0.1,232.28416,232.28416,10402.516992
44,ALE/Pong-v5,"(210, 160, 3)",6,44.303367614746094,-21.0,0.6960129737854004,0.1,232.28416,232.28416,10485.608448
45,ALE/Pong-v5,"(210, 160, 3)",6,44.303367614746094,-20.0,0.834442138671875,0.1,232.28416,232.28416,10584.182784
46,ALE/Pong-v5,"(210, 160, 3)",6,44.303367614746094,-20.0,0.8879237174987793,0.1,232.28416,232.28416,10688.176128
47,ALE/Pong-v5,"(210, 160, 3)",6,44.303367614746094,-19.0,0.9811320304870605,0.1,232.28416,232.28416,10801.709056
48,ALE/Pong-v5,"(210, 160, 3)",6,44.303367614746094,-19.0,0.9938359260559082,0.1,232.28416,232.28416,10921.701376
49,ALE/Pong-v5,"(210, 160, 3)",6,44.303367614746094,-21.0,0.7393002510070801,0.1,232.28416,232.28416,11009.179648
